!exclamation-point	ˌɛkskləˈmeɪʃənˌpɔɪnt
"close-quote	ˈkloʊzˈkwoʊt
"double-quote	ˈdʌbəlˈkwoʊt
sodomizes	ˈsɔdəˌmaɪzəz
sodomizing	ˈsɔdəˌmaɪzɪŋ
sodomy	ˈsɑːdəmi
sodus	ˈsoʊdəs
soeder	ˈsoʊdɝ
soens	ˈsoʊnz
soerensen	ˈsɔrənsən
sofa	ˈsoʊfə
sofaer	soʊˈfeɪr
sofamor	ˈsoʊfəˌmɔr
sofas	ˈsoʊfəz
sofer	ˈsoʊfɝ
sofer's	ˈsoʊfɝz
soffel	ˈsɔfəl
soffer	ˈsɔfɝ
soffit	ˈsɔfɪt
sofia	soʊˈfiːə
sofia's	soʊˈfiːəz
sofian	soʊˈfiːən
sofians	soʊˈfiːənz
sofie	ˈsɑːfi
sofitel	ˈsɑːfəˌtɛl
sofranko	səˈfræŋkoʊ
soft	ˈsɑːft, ˈsɔft
softball	ˈsɔftˌbɔl, ˈsɔfˌbɔl
softballs	ˈsɔftˌbɔlz, ˈsɔfˌbɔlz
softbank	ˈsɔftˌbæŋk
softdrink	ˈsɔftˌdrɪŋk
softech	ˈsɔfˌtɛk
soften	ˈsɑːfən, ˈsɔfən
softened	ˈsɔfənd
softener	ˈsɔfənɝ
softening	ˈsɔfənɪŋ, ˈsɔfnɪŋ
softens	ˈsɔfənz
softer	ˈsɑːftɝ, ˈsɔftɝ
softest	ˈsɔftəst
softimage	ˈsɔfˌtɪmɪdʒ
softkey	ˈsɑːftˌkeɪ
softletter	ˈsɔftˌlɛtɝ
softly	ˈsɔftli, ˈsɔfli
softness	ˈsɔftnəs, ˈsɔfnəs
softsoap	ˈsɔftˌsoʊp, ˈsɔfˌsoʊp
softspoken	ˈsɔftˈspoʊkən, ˈsɔfˈspoʊkən
software	ˈsɔfˌtwɛr, ˈsɔfˌwɛr
software's	ˈsɔfˌtwɛrz, ˈsɔfˌwɛrz
softwood	ˈsɔfˌtwʊd
sogang	ˈsoʊgæŋ
soggy	ˈsɑːgi
sogo	ˈsoʊgoʊ
sohio	soʊˈhaɪoʊ
sohl	ˈsoʊl
sohm	ˈsoʊm
sohmer	ˈsoʊmɝ
sohn	ˈsɑːn
sohns	ˈsɑːnz
soho	ˈsoʊhoʊ
soifer	ˈsɔɪfɝ
soiffer	ˈsɔɪfɝ
soil	ˈsɔɪl
soil's	ˈsɔɪlz
soileau	ˌsɔɪˈloʊ
soiled	ˈsɔɪld
soils	ˈsɔɪlz
soir	ˈsɔɪr
soiree	swɑːˈreɪ
soisson	ˈsɔɪzsən
soja	ˈsoʊdʒə
sojka	ˈsɔɪkə
sojourn	ˈsoʊdʒɝn
sojourner	ˈsoʊdʒɝnɝ
sojourners	ˈsoʊdʒɝnɝz
sojourning	ˈsoʊdʒɝnɪŋ
sok	ˈsɑːk
sokaiya	səˈkaɪjə
sokol	ˈsoʊkəl
sokolik	səˈkoʊlɪk
sokolin	ˈsɑːkəlɪn
sokoloff	ˈsɑːkəlɔf
sokoloski	səkəˈlaʊski
sokolov	ˈsɑːkəlɑːv
sokolow	ˈsɑːkəloʊ
sokolow's	ˈsɑːkəˌloʊz
sokolowski	səkəˈlɔfski
sol	ˈsɑːl, ˈsoʊl
sola	ˈsoʊlə
solace	ˈsɑːləs, ˈsoʊlɪs
solak	ˈsoʊlək
solaman	ˈsɑːləmən
solan	ˈsoʊlən
solana	soʊˈlænə
soland	ˈsɑːlənd
solangi	soʊˈlɑːndʒi
solano	soʊˈlɑːnoʊ
solar	ˈsoʊlɝ
solares	soʊˈlɑːrɛs
solari	soʊˈlɑːri
solaris	soʊˈlɛrɪs
solarz	ˈsoʊlɑːrz
solazzo	soʊˈlɑːzoʊ
solberg	ˈsoʊlbɝg
solchaga	soʊlˈtʃɑːgə
sold	ˈsoʊld
soldan	ˈsoʊldən
soldano	soʊlˈdɑːnoʊ
solder	ˈsɑːdɝ
soldering	ˈsɑːdɝɪŋ
soldier	ˈsoʊldʒɝ
soldier's	ˈsoʊldʒɝz
soldiering	ˈsoʊldʒɝɪŋ
soldiers	ˈsoʊldʒɝz
soldiers'	ˈsoʊldʒɝz
soldner	ˈsoʊldnɝ
soldo	ˈsoʊldoʊ
sole	ˈsoʊl
solecki	səˈlɛtski
soledad	ˈsoʊlˌdæd
soleil	soʊˈleɪl
solely	ˈsoʊəli
solem	ˈsoʊlɪm
solemin	soʊˈlɛmɪn
solemn	ˈsɑːləm
solemnity	səˈlɛmnəti
solemnly	ˈsɔləmli
soler	ˈsoʊlɝ
soleri	soʊˈlɛri
soles	ˈsoʊlz
solesbee	ˈsoʊlzˌbiː
soley	ˈsoʊli
solheim	ˈsoʊlˌhaɪm
soli	ˈsoʊˌliː
solicit	səˈlɪsɪt
solicitation	səˌlɪsɪˈteɪʃən
solicitations	səˌlɪsɪˈteɪʃənz
solicited	səˈlɪsɪtɪd
soliciting	səˈlɪsətɪŋ
solicitor	səˈlɪsətɝ
solicitors	səˈlɪsətɝz
solicitous	səˈlɪsətəs
solicits	səˈlɪsəts
solicitude	səˈlɪsɪˌtuːd
solid	ˈsɑːləd
solid-state	ˈsɑːlədˈsteɪt
solidarity	ˌsɑːləˈdɛrəti
solidarity's	ˌsɑːləˈdɛrətiːz
soliday	ˈsoʊliːdeɪ
soliders	ˈsɑːlɪdɝz
solidified	səˈlɪdəˌfaɪd
solidifies	səˈlɪdəˌfaɪz
solidify	səˈlɪdəˌfaɪ
solidifying	səˈlɪdəˌfaɪɪŋ
solidity	səˈlɪdəti
solidly	ˈsɑːlədli
solids	ˈsɑːlədz
solie	ˈsoʊli
soliloquize	səˈlɪləˌkwaɪz
soliloquy	səˈlɪləkwi
soliman	ˈsɑːlɪmən
soliman's	ˈsɑːlɪmənz
solimine	soʊliːˈmiːni
solimon	ˈsoʊlɪmən
solin	ˈsoʊlɪn
solingen	ˈsoʊlɪŋgɛn, ˈsɑːlɪŋgɛn
solinger	ˈsoʊlɪŋɝ
solis	ˈsoʊlɪs
solita	soʊˈliːtə
solitaire	ˌsɑːləˈtɛr
solitariness	sɑːləˈtɛriːnɪs
solitary	ˈsɑːləˌtɛri
solitec	ˈsɑːlɪˌtɛk
solitron	ˈsoʊlɪtrɑːn
solitude	ˈsɑːləˌtuːd
soliz	ˈsoʊliːz
soll	ˈsɑːl
sollars	ˈsɑːlɝz
sollenberger	ˈsɑːlənbɝgɝ
soller	ˈsɑːlɝ
sollers	ˈsɑːlɝz
solley	ˈsɑːli
solliday	ˈsɑːliːdeɪ
sollie	ˈsɑːli
sollinger	ˈsɑːlɪŋɝ
sollish	ˈsɑːlɪʃ
solloway	ˈsɑːloʊˌweɪ
solly	ˈsɑːli
solo	ˈsoʊˌloʊ
solodar	ˈsɑːlədɝ
soloff	ˈsɑːlɔf
soloist	ˈsoʊˌloʊəst, ˈsoʊˌloʊɪst
soloists	ˈsoʊˌloʊəsts
soloman	soʊloʊˈmæn
solomon	ˈsɑːləmən
solomon's	ˈsɑːləmənz
solomos	ˈsɑːləmoʊs
solon	ˈsoʊlən
solorio	soʊˈlɔriːoʊ
solorzano	soʊlɔrˈzɑːnoʊ
solos	ˈsoʊloʊz
soloviev	ˈsɑːloʊˌviːv
solow	ˈsɑːloʊ
soloway	ˈsoʊloʊˌweɪ
solstice	ˈsɔlstɪs
solstices	ˈsɔlstɪsɪs
solt	ˈsoʊlt
soltau	ˈsoʊltaʊ
soltero	soʊlˈtɛroʊ
soltes	ˈsoʊlts
soltesz	ˈsoʊltɪʃ
solti	ˈsoʊlti
soltis	ˈsoʊltɪs
soltys	ˈsoʊltiːz
soltysiak	soʊlˈtɪsiːæk
soluble	ˈsɑːljəbəl
solum	ˈsoʊləm
solution	səˈluːʃən
solutions	səˈluːʃənz
solvable	ˈsɑːlvəbəl
solvay	ˈsoʊlveɪ
solve	ˈsɑːlv
solved	ˈsɑːlvd
solvency	ˈsɔlvənsi
solvent	ˈsɑːlvənt
solvents	ˈsɔlvənts
solver	ˈsɑːlvɝ
solvers	ˈsɑːlvɝz
solves	ˈsɑːlvz
solvig	ˈsoʊlvɪg
solving	ˈsɑːlvɪŋ
solwin	ˈsoʊlˌwɪn
solwin's	ˈsoʊlˌwɪnz
solzhenitsyn	ˌsoʊlzəˈnɪtˌsɪn
som	ˈsɑːm
soma	ˈsoʊmə
somali	səˈmɑːli
somalia	səˈmɑːliːə, səˈmɑːljə
somalia's	səˈmɑːliːəz, səˈmɑːljəz
somalian	səˈmɑːljən
somalians	səˈmɑːljənz
somalias	səˈmɑːliːəz, səˈmɑːljəz
somaliland	səˈmɑːliːˌlænd
somalis	səˈmɑːliːz
somatogen	ˌsoʊˈmætədʒɛn
somatotropin	ˌsoʊməˈtɑːtrəpɪn
somber	ˈsɑːmbɝ
somberly	ˈsɑːmbɝli
sombrero	sɑːmˈbrɛroʊ
some	ˈsʌm
somebody	ˈsʌmˌbɑːdi, ˈsʌmbəˌdiː
somebody's	ˈsʌmˌbɑːdiːz
someday	ˈsʌmˌdeɪ
somehow	ˈsʌmˌhaʊ
someone	ˈsʌmˌwən
someone's	ˈsʌmˌwənz
someplace	ˈsʌmˌpleɪs
somer	ˈsʌmɝ
somers	ˈsʌmɝz
somersault	ˈsʌmɝˌsɔlt
somersaulting	ˈsʌmɝˌsɔltɪŋ
somersaults	ˈsʌmɝˌsɔlts
somerset	ˈsʌmɝˌsɛt
somerton	ˈsʌmɝtən
somerville	ˈsʌmɝˌvɪl
somes	ˈsʌmz
somesh	ˌsoʊˈmɛʃ
somethin'	ˈsʌmθɪn
something	ˈsʌmθɪŋ
something's	ˈsʌmθɪŋz
somethings	ˈsʌmˌθɪŋz
sometime	ˈsʌmˌtaɪm
sometimes	səmˈtaɪmz, ˈsʌmˌtaɪmz
somewhat	ˈsʌmˈwʌt, ˈsʌmˈhwʌt
somewhere	ˈsʌmˌwɛr
somewheres	ˈsʌmˌwɛrz
somma	ˈsɑːmə
sommer	ˈsʌmɝ
sommerfeld	ˈsɑːmɝfɛld
sommerfeldt	ˈsɑːmɝfɪlt
sommerfield	səˈmɝːfiːld
sommers	ˈsʌmɝrz
sommersby	ˈsʌmɝrzbi
sommerville	ˈsɑːmɝvɪl
somnolence	ˈsɑːmnələns
somnolent	ˈsɑːmnələnt
somogyi	soʊˈmoʊgji
somoza	səˈmoʊzə
son	ˈsʌn
son's	ˈsʌnz
son-in-law	ˈsʌnɪnˌlɔ
son-of-a-bitch	ˈsʌnəvəˌbɪtʃ
sonar	ˈsoʊnɑːr
sonat	ˈsɑːnət
sonata	səˈnɑːtə
sonatas	ˌsɑːˈnɑːtəz
sonatrach	ˈsɑːnətræk
sonchez	ˈsɑːntʃɛz
sondag	ˈsɑːndəg
sonderman	ˈsɑːndɝmən
sondgeroth	ˈsɑːndʒɝɑːθ
sondheim	ˈsɑːndˌhaɪm
sondheim's	ˈsɑːndˌhaɪmz
sondheimer	ˈsɑːndˌhaɪmɝ
sondra	ˈsɑːndrə
sones	ˈsoʊnz
sonesta	səˈnɛstə
sonet	ˈsoʊnɛt
sonex	ˈsoʊnɛks
song	ˈsɔŋ
song's	ˈsɔŋz
songbird	ˈsɔŋˌbɝːd
songbirds	ˈsɔŋˌbɝːdz
songbook	ˈsɔngˌbʊk
songbooks	ˈsɔngˌbʊks
songer	ˈsɔŋɝ
songs	ˈsɔŋz
songwriter	ˈsɔŋˌraɪtɝ
songwriters	ˈsɔŋˌraɪtɝz
songwriting	ˈsɔŋˌraɪtɪŋ
songy	ˈsɑːndʒi
soni	ˈsoʊˌniː
sonia	ˈsoʊnˌjɑː
sonic	ˈsɑːnɪk
sonics	ˈsɑːnɪks
sonier	ˈsoʊniːɝ
sonja	ˈsoʊnˌjɑː
sonji	ˈsɔnˌdʒiː
sonn	ˈsɑːn
sonne	ˈsɑːn
sonneborn	ˈsɑːnɪbɔrn
sonnen	ˈsɑːnən
sonnenberg	ˈsɑːnənbɝg
sonnenblick	səˈnɛnblɪk
sonnenburg	ˈsɑːnənbɝg
sonnenfeld	ˈsɑːnɪnfɛld
sonnenschein	ˈsɑːnɪnʃaɪn
sonner	ˈsɑːnɝ
sonnet	ˈsɑːnɪt
sonnets	ˈsɑːnɪts
sonnett	ˈsɑːnət
sonnier	ˈsʌniːɝ
sonntag	ˈsɑːntəg
sonny	ˈsʌni
sonny's	ˈsʌniːz
sonoco	səˈnoʊkoʊ
sonoda	soʊˈnoʊdə
sonogram	ˈsɔnəˌgræm
sonograms	ˈsɔnəˌgræmz
sonoma	səˈnoʊmə
sonora	səˈnɔrə
sonorous	ˈsɑːnɝəs
sonrise	ˈsʌnˌraɪz
sons	ˈsʌnz
sons'	ˈsɑːnz
sons-in-law	ˈsʌnɪnˌlɔ
sontag	ˈsɑːnˌtæg
sonum	ˈsɑːnəm
sony	ˈsoʊni
sony's	ˈsoʊniːz
sonya	ˈsoʊnjə
soo	ˈsuː
sood	ˈsuːd
soohoo	ˈsuːˌhuː
soon	ˈsuːn
sooner	ˈsuːnɝ
sooner's	ˈsuːnɝz
sooners	ˈsuːnɝz
soonest	ˈsuːnəst
soong	ˈsuːŋ
soonyi	ˌsuːnˈjiː
soonyi's	ˌsuːnˈjiːz
soos	ˈsuːz
soot	ˈsʊt
sooted	ˈsʊtɪd
sooter	ˈsʊtɝ
soothe	ˈsuːð
soothed	ˈsuːðd
soothes	ˈsuːðz
soothing	ˈsuːðɪŋ
soothingly	ˈsuːðɪŋli
soothsayer	ˌsuːθˈseɪɝ
soothsayers	ˌsuːθˈseɪɝz
soots	ˈsʊts
sooty	ˈsuːti
sooy	ˈsuːi
sop	ˈsɑːp
sope	ˈsoʊp
soper	ˈsoʊpɝ
sopher	ˈsɑːfɝ
sophia	soʊˈfiːə, ˈsoʊfiːə
sophie	ˈsoʊfi
sophie's	ˈsoʊfiːz
sophisticate	səˈfɪstəˌkeɪt, səˈfɪstəkət
sophisticated	səˈfɪstəˌkeɪtɪd, səˈfɪstɪˌkeɪtəd
sophisticates	səˈfɪstəˌkɪts
sophistication	səˌfɪstəˈkeɪʃən
sophocles	ˈsɑːfəkliːz
sophomore	ˈsɑːfˌmɔr
sophomores	ˈsɑːfˌmɔrz
sophomoric	ˌsɑːfoʊˈmɑːrɪk
sophronia	soʊˈfroʊniːə
sophy	ˈsoʊfi
sopko	ˈsoʊpkoʊ
sopp	ˈsɑːp
sopping	ˈsɑːpɪŋ
soprano	səˈprɑːnoʊ, səˈprænoʊ
sopranos	səˈprænoʊz
sops	ˈsɑːps
soquip	ˈsoʊkwɪp
sor	ˈsɔr
soranno	sɔˈrɑːnoʊ
sorbello	ˌsɔrˈbɛloʊ
sorber	ˈsɔrbɝ
sorbet	ˌsɔrˈbeɪ, ˈsɔrbɛt
sorbo	ˈsɔrboʊ
sorbonne	sɔrˈbɑːn
sorbus	ˈsɔrbəs
sorce	ˈsɔrs
sorcerer	ˈsɔrsɝɝ
sorcerers	ˈsɔrsɝɝz
sorcery	ˈsɔrsɝi
sorcha	ˈsɔrkə
sorci	ˈsɔrtʃi
sordid	ˈsɔrdəd
sordoni	sɔrˈdoʊni
sore	ˈsɔr
sorel	ˈsɔrəl
sorell	ˈsɔrəl
sorely	ˈsɔrli
sorensen	ˈsɔrɪnsən
sorenson	ˈsɔrənsən
sorento	sɝˈɛntoʊ
sorento's	sɝˈɛntoʊz
sores	ˈsɔrz
sorey	ˈsɔri
sorg	ˈsɔrg
sorge	ˈsɔrdʒ
sorgen	ˈsɔrgən
sorghum	ˈsɔrgəm
soria	ˈsɔriːə
soriano	sɔriːˈɑːnoʊ
sorice	ˈsɔrɪs
sorin	ˈsɔrɪn
sorkin	ˈsɔrkɪn
sorkow	ˈsɔrˌkaʊ
sorlie	ˈsɔrli
soroka	sɔˈroʊkə
sororities	sɝˈɔrətiːz
sorority	sɝˈɔrəti
soros	ˈsɔroʊs
soros's	ˈsɔroʊsɪz
sorovski	sɔˈrɔvski
sorovski's	sɔˈrɔvskiːz
sorpasso	sɔrˈpɑːsoʊ
sorrel	ˈsɔrəl
sorrell	ˈsɔrəl
sorrell's	ˈsɔrəlz
sorrells	ˈsɔrəlz
sorrels	ˈsɔrəlz
sorrenti	sɔˈrɛnti
sorrow	ˈsɑːroʊ
sorrowful	ˈsɑːroʊfəl
sorrows	ˈsɑːroʊz
sorry	ˈsɑːri
sort	ˈsɔrt
sorted	ˈsɔrtɪd
sorter	ˈsɔrtɝ
sorters	ˈsɔrtɝz
sortie	ˈsɔrti
sorties	ˈsɔrtiːz
sorting	ˈsɔrtɪŋ
sortino	sɔrˈtiːnoʊ
sortor	ˈsɔrtɝ
sorts	ˈsɔrts
sorum	ˈsɔrəm
sorus	ˈsɔrəs
sorvino	sɔrˈviːˌnoʊ
sos	ˌɛˌoʊˈɛs
sosa	ˈsoʊsə
sosebee	ˈsɑːsɪbi
soshi	ˈsoʊˌʃiː
sosin	ˈsoʊˌsɪn
sosinski	səˈsɪnˌskiː
soskin	ˈsɑːskɪn
sosna	ˈsoʊsnə
sosnoff	ˈsɔsnɔf
sosnoff's	ˈsɔsnɔfs
sosnowski	səˈsnɔfˌskiː
soss	ˈsɔs
sossamon	soʊsɑːˈmɔn
sosuke	soʊˈsuːˌkeɪ
sot	ˈsɔt
sotak	ˈsoʊtək
sotello	soʊˈtɛˌloʊ
sotelo	soʊˈtɛˌloʊ
soter	ˈsoʊtɝ
sotheby	ˈsɑːθəˌbiː
sotheby's	ˈsɑːθəbiːz
soto	ˈsoʊtoʊ
sotolongo	ˌsoʊtoʊˈloʊŋˌgoʊ
sotomayor	ˌsoʊtoʊmeɪˈɔr
sotti	ˈsoʊˌtiː
sottile	ˈsoʊtəl
souccar	ˈsuːˌkɑːr
soucek	ˈsoʊsɪk
soucie	ˈsuːˌsiː
soucy	ˈsoʊsi
souder	ˈsaʊdɝ
souders	ˈsaʊdɝz
souers	ˈsaʊɝz
souffle	suːˈfleɪ
sought	ˈsɔt
souk	ˈsuːk
soukup	ˈsaʊkəp
soul	ˈsoʊl
soule	ˈsaʊl
soules	ˈsuːlz
soulful	ˈsoʊlfəl
soulier	ˈsuːˌliːɝ
souljah	ˈsoʊlˌjɑː
soulless	ˈsoʊlləs
soulliere	ˈsuːliːɛr
souls	ˈsoʊlz
sound	ˈsaʊnd
sound's	ˈsaʊndz
soundbite	ˈsaʊndˌbaɪt
soundbites	ˈsaʊndˌbaɪts
sounded	ˈsaʊndɪd
sounder	ˈsaʊndɝ
soundest	ˈsaʊndɪst
sounding	ˈsaʊndɪŋ
soundings	ˈsaʊndɪŋz
soundly	ˈsaʊndli
soundness	ˈsaʊndnəs
sounds	ˈsaʊndz, ˈsaʊnz
soundscan	ˈsaʊndˌskæn
soundtrack	ˈsaʊndˌtræk, ˈsaʊnˌtræk
soundtracks	ˈsaʊndˌtræks, ˈsaʊnˌtræks
soundview	ˈsaʊndvˌjuː
soup	ˈsuːp
soup's	ˈsuːps
souped	ˈsuːpt
soups	ˈsuːps
soupy	ˈsuːˌpiː
sour	ˈsaʊɝ, ˈsaʊr
sourby	ˈsaʊrbi
source	ˈsɔrs
source's	ˈsɔrsɪz
sourcebook	ˈsɔrsˌbʊk
sources	ˈsɔrsəz
sources'	ˈsɔrsəz
sourcing	ˈsɔrsɪŋ
soured	ˈsaʊɝd
souring	ˈsaʊɝɪŋ
souris	ˈsuːrɪs
sourrouille	sɔˈruːi
sours	ˈsaʊɝz, ˈsaʊrz
sous	ˈsuːz
sousa	ˈsuːzə
sousa's	ˈsuːzəz
sousaphone	ˈsuːzəˌfoʊn
sousley	ˈsaʊsli
soutar	suːˈtɑːr
souter	ˈsuːtɝ, ˈsaʊtɝ
south	ˈsaʊθ
south's	ˈsaʊθs
southall	ˈsaʊθəl
southam	ˈsaʊθəm
southampton	ˌsaʊθˈhæmptən
southard	ˈsaʊθɝd
southbound	ˈsaʊθˌbaʊnd
southdown	ˈsaʊθˌdaʊn
southdown's	ˈsaʊθˌdaʊnz
southeast	ˌsaʊˈθiːst
southeast's	ˌsaʊˈθiːsts
southeastern	ˌsaʊˈθiːstɝn
southeastern's	ˌsaʊˈθiːstɝnz
souther	ˈsʌðɝ
southerland	ˈsʌðɝlənd
southerly	ˈsʌðɝli
southern	ˈsʌðɝn
southern's	ˈsʌðɝnz
southerner	ˈsʌðɝnɝ
southerners	ˈsʌðɝnɝz
southernmost	ˈsʌðɝnˌmoʊst
southernnet	ˈsʌðɝnɛt
southernnet's	ˈsʌðɝnɛts
southers	ˈsʌðɝz
southfield	ˈsaʊθˌfiːld
southgate	ˈsaʊθˌgeɪt
southin	ˈsaʊˌθɪn
southland	ˈsaʊθˌlænd
southland's	ˈsaʊθˌlændz
southlife	ˈsaʊθˌlaɪf
southmark	ˈsaʊθˌmɑːrk
southmark's	ˈsaʊθˌmɑːrks
southold	ˈsaʊˌθoʊld
southport	ˈsaʊθˌpɔrt
souths	ˈsaʊθs
southside	ˈsaʊθˌsaɪd
southstate	ˈsaʊθˌsteɪt
southwall	ˈsaʊθˌwɔl
southward	ˈsaʊθwɝd
southway	ˈsaʊθˌweɪ
southwell	ˈsaʊθˌwɛl
southwest	ˌsaʊθˈwɛst
southwest's	ˌsaʊθˈwɛsts
southwestern	ˌsaʊθˈwɛstɝn
southwick	ˈsaʊθwɪk
southwood	ˈsaʊθˌwʊd
southworth	ˈsaʊθwɝθ
souto	ˈsuːtoʊ
souvenir	ˌsuːvəˈnɪr
souvenirs	ˌsuːvəˈnɪrz
souveroff	ˈsuːvɝɔf
souza	ˈsuːzə
souzas	ˈsuːzəz
sova	ˈsoʊvə
sovereign	ˈsɑːvrən
sovereigns	ˈsɑːvrənz
sovereignty	ˈsɑːvrənti
sovetskaya	ˌsoʊvɛtˈskaɪɑː
sovexportfilm	ˌsoʊˌvɛkspɔrtˈfɪlm
sovey	ˈsoʊvi
soviet	ˈsoʊviːət, ˈsoʊviːˌɛt
soviet's	ˈsoʊviːˌɛts
soviet-union	ˈsoʊviːˌɛtˈjuːnjən
sovietologist	ˌsoʊviːəˈtɑːlədʒɪst
sovietologists	ˌsoʊviːəˈtɑːlədʒɪsts
soviets	ˈsoʊviːˌɛts
soviets'	ˈsoʊviːˌɛts
sovine	ˈsɑːvaɪn
sovran	ˈsɑːvrən
sovran's	ˈsɑːvrənz
sovrans	ˈsɑːvrənz
sovyetsky	soʊvˈjɛtˌskiː
sow	ˈsaʊ, ˈsoʊ
sowa	ˈsoʊə
soward	ˈsoʊɝd
sowards	ˈsoʊɝdz
sowash	ˈsoʊəʃ
sowata	ˌsoʊˈɑːtə
sowata's	ˌsoʊˈɑːtəz
sowden	ˈsoʊdən
sowder	ˈsoʊdɝ
sowders	ˈsoʊdɝz
sowed	ˈsaʊd, ˈsoʊd
sowell	ˈsɑːwɛl
sower	ˈsoʊɝ
sowers	ˈsoʊɝz
soweto	soʊˈeɪtoʊ
sowing	ˈsoʊɪŋ
sowinski	soʊˈɪnski
sowle	ˈsoʊl
sowles	ˈsoʊlz
sown	ˈsoʊn
sows	ˈsoʊz
sox	ˈsɑːks
sox's	ˈsɑːksɪz
soy	ˈsɔɪ
soya	ˈsɔɪə
soyars	ˈsɔɪɝz
soybean	ˈsɔɪˌbiːn
soybeans	ˈsɔɪˌbiːnz
soyka	ˈsɔɪkə
soysauce	ˈsɔɪˌsɔs
soyuz	ˈsɔɪəz, ˈsɔɪˌuːz
soyuz's	ˈsɔɪəzɪz, ˈsɔɪˌuːzɪz
soza	ˈsoʊzə
sozio	ˈsoʊziːoʊ
spa	ˈspɑː
space	ˈspeɪs
space-time	ˈspeɪˌstaɪm
spaceball	ˈspeɪsˌbɔl
spaceballs	ˈspeɪsˌbɔlz
spaceband	ˈspeɪsˌbænd
spacebands	ˈspeɪsˌbændz
spacecraft	ˈspeɪˌskræft
spacecraft's	ˈspeɪˌskræfts
spaced	ˈspeɪst
spacehab	ˈspeɪsˌhæb
spacek	ˈspɑːˌtʃɛk, ˈspɑːˌsɛk
spacelink	ˈspeɪˌslɪŋk
spacenet	ˈspeɪˌsnɛt
spaceport	ˈspeɪˌspɔrt
spaceports	ˈspeɪˌspɔrts
spacer	ˈspeɪsɝ
spacers	ˈspeɪsɝz
spaces	ˈspeɪsəz, ˈspeɪsɪz
spaceship	ˈspeɪsˌʃɪp
spaceships	ˈspeɪsˌʃɪps
spacesuit	ˈspeɪˌsuːt
spacesuits	ˈspeɪˌsuːts
spacewalk	ˈspeɪˌswɑːk
spacewalking	ˈspeɪˌswɑːkɪŋ
spacewalks	ˈspeɪˌswɑːks
spacey	ˈspeɪsi
spacial	ˈspeɪʃəl
spacing	ˈspeɪsɪŋ
spacious	ˈspeɪʃəs
spack	ˈspæk
spackle	ˈspækəl
spackman	ˈspækmən
spada	ˈspɑːdə
spadaccini	spɑːdɑːˈtʃiːni
spadafora	spɑːdɑːˈfɔrə
spadafore	spɑːˈdɔfɔr
spadaro	spɑːˈdɑːroʊ
spade	ˈspeɪd
spader	ˈspeɪdɝ
spades	ˈspeɪdz
spadework	ˈspeɪˌdwɝːk
spadoni	spɑːˈdoʊni
spady	ˈspeɪdi
spaeth	ˈspiːθ
spafford	ˈspæfɝd
spaghetti	spəˈgɛti
spagna	ˈspægnə
spagnola	spɑːgˈnoʊlə
spagnoli	spɑːgˈnoʊli
spagnolo	spɑːgˈnoʊloʊ
spagnuolo	spɑːgnjuːˈoʊloʊ
spago	ˈspeɪgoʊ
spahn	ˈspɑːn
spahr	ˈspɑːr
spaid	ˈspeɪd
spain	ˈspeɪn
spain's	ˈspeɪnz
spainhour	ˈspaɪnaʊr
spainhower	ˈspaɪnhoʊɝ
spak	ˈspæk
spake	ˈspeɪk
spalding	ˈspɔldɪŋ
spalink	ˈspeɪˌlɪŋk, ˈspɑːˌlɪŋk
spall	ˈspɔl
spalla	ˈspælə
spallone	ˈspæˌloʊn
spalvins	ˈspælvɪnz
spam	ˈspæm
spampinato	spɑːmpiːˈnɑːtoʊ
span	ˈspæn
span's	ˈspænz
spanbauer	ˈspænbaʊɝ
spandex	ˈspændəks
spang	ˈspæŋ
spangenberg	ˈspæŋənbɝg
spangle	ˈspæŋgəl
spangled	ˈspæŋgəld
spangler	ˈspæŋgəlɝ, ˈspæŋglɝ
spaniard	ˈspænjɝd
spaniards	ˈspænjɝdz
spaniel	ˈspænjəl
spanier	ˈspænjɝ
spaniol	ˈspænjəl
spanish	ˈspænɪʃ
spank	ˈspæŋk
spanked	ˈspæŋkt
spanking	ˈspæŋkɪŋ
spanky	ˈspænˌkiː
spann	ˈspæn
spanned	ˈspænd
spanner	ˈspænɝ
spanning	ˈspænɪŋ
spanninger	ˈspænɪŋɝ
spano	ˈspɑːnoʊ
spanos	ˈspeɪnoʊz
spans	ˈspænz
spanton	ˈspæntən
spar	ˈspɑːr
sparacino	spɝəˈtʃiːnoʊ
sparacio	spɝˈeɪsiːoʊ
sparaco	spɝˈækoʊ
sparano	spɝˈænoʊ
sparc	ˈspɑːrk
spare	ˈspɛr
spared	ˈspɛrd
spares	ˈspɛrz
sparger	ˈspɑːrdʒɝ
spargo	ˈspɑːrgoʊ
spargur	ˈspɑːrgɝ
sparing	ˈspɛrɪŋ
sparingly	ˈspɛrɪŋli
spark	ˈspɑːrk
sparked	ˈspɑːrkt
sparkes	ˈspɑːrks
sparking	ˈspɑːrkɪŋ
sparkle	ˈspɑːrkəl
sparkled	ˈspɑːrkəld
sparkles	ˈspɑːrkəlz
sparkling	ˈspɑːrklɪŋ, ˈspɑːrkəlɪŋ
sparkly	ˈspɑːrkli
sparkman	ˈspɑːrkmən
sparks	ˈspɑːrks
sparky	ˈspɑːrki
sparlin	ˈspɑːrlɪn
sparling	ˈspɑːrlɪŋ
sparr	ˈspær
sparred	ˈspɑːrd
